"DMSO_1"	"DMSO_2"	"DMSO_3"	"DMSO_4"	"DRUGX_1"	"DRUGX_2"	"DRUGX_3"	"DRUGX_4"
"ENSG00000272772.2"	1919	1755	2244	1898	1943	2367	2495	1581
"ENSG00000256966.6"	0	0	10	30	21	0	12	27
"ENSG00000278603.1"	36	30	46	27	12	9	15	10
"ENSG00000291313.1"	75	178	189	169	168	127	144	158
"ENSG00000269403.1"	1	10	5	4	12	2	6	9
"ENSG00000248710.1"	2	3	9	18	16	0	0	20
"ENSG00000250575.1"	83	71	80	75	49	48	28	51
"ENSG00000277454.2"	8	10	9	0	11	2	24	21
"ENSG00000264058.2"	170	161	145	145	130	129	133	110
"ENSG00000217120.1"	4	5	2	3	5	7	6	8
"ENSG00000215154.8"	5	6	7	4	7	5	4	9
"ENSG00000167807.15"	19	30	22	3	24	22	26	16
"ENSG00000229156.1"	20	11	14	12	4	2	4	7
"ENSG00000144785.8"	167	234	335	273	391	417	372	446
"ENSG00000262526.2"	0	0	0	0	0	41	42	43
"ENSG00000271943.4"	67	56	100	66	69	50	65	71
"ENSG00000289027.1"	18	15	45	32	7	0	16	11
"ENSG00000254536.2"	67	64	46	55	32	48	50	56
"ENSG00000288640.1"	40	10	28	21	7	17	0	0
"ENSG00000203546.7"	7	6	8	11	24	7	24	15
"ENSG00000261611.6"	0	0	0	0	18	19	21	0
"ENSG00000288620.1"	42	28	36	42	40	54	46	29
"ENSG00000285218.1"	19	29	22	29	37	49	31	31
"ENSG00000273345.6"	3	5	7	4	27	24	0	8
"ENSG00000284946.1"	498	480	435	423	28	33	29	19
"ENSG00000267648.1"	49	22	39	38	48	60	39	48
"ENSG00000187186.15"	37	42	51	40	21	33	32	20
"ENSG00000285304.1"	92	39	27	54	21	28	31	0
"ENSG00000288438.1"	3	2	9	6	11	11	27	9
"ENSG00000228897.1"	34	22	17	21	16	16	14	19
"ENSG00000286001.1"	27	23	34	50	34	25	17	0
"ENSG00000262748.1"	24	21	11	19	55	44	71	81
"ENSG00000277400.1"	94	65	76	70	95	108	107	84
"ENSG00000284820.1"	49	28	9	30	0	25	18	29
"ENSG00000274712.3"	11	14	5	6	7	6	4	10
"ENSG00000274944.4"	2	2	39	27	2	18	7	0
"ENSG00000284906.3"	479	417	424	431	26	30	22	29
"ENSG00000242261.1"	9	21	0	14	0	0	11	8
"ENSG00000288674.1"	37	48	16	38	37	26	29	39
"ENSG00000288349.1"	13	8	12	9	2	11	1	7
"ENSG00000259948.2"	26	58	109	69	19	40	41	38
"ENSG00000270228.1"	26	28	43	42	51	62	48	49
"ENSG00000275400.1"	35	42	29	36	18	17	21	23
"ENSG00000269693.1"	25	50	30	20	0	29	0	0
"ENSG00000272916.5"	87	62	75	67	63	84	52	92
"ENSG00000274471.3"	31	29	26	16	19	30	14	23
"ENSG00000284431.1"	12	0	0	0	13	4	46	4
"ENSG00000288633.1"	98	89	105	95	87	114	84	73
"ENSG00000259316.12"	595	593	705	600	56	74	52	67
"ENSG00000272980.5"	27	52	27	35	42	30	38	11
"ENSG00000131152.4"	22	10	0	23	9	9	9	12
"ENSG00000272655.3"	19	20	26	28	15	19	28	18
"ENSG00000259171.1"	32	0	17	0	36	0	0	0
"ENSG00000271793.2"	671	618	734	655	513	578	528	614
"ENSG00000214265.11"	11	17	6	12	6	14	10	9
"ENSG00000256029.6"	13	17	10	17	22	34	17	23
"ENSG00000249209.2"	4	5	8	10	1	15	11	12
"ENSG00000279413.1"	87	72	94	98	72	81	61	72
"ENSG00000269032.1"	0	6	9	4	10	11	14	5
"ENSG00000258790.1"	189	272	217	230	193	199	226	188
"ENSG00000270149.5"	36	0	0	0	59	58	83	52
"ENSG00000283228.1"	165	87	166	136	178	149	105	114
"ENSG00000284773.1"	16	22	15	4	16	12	20	14
"ENSG00000290146.1"	388	333	302	437	196	226	270	182
"ENSG00000260643.2"	27	52	58	42	40	43	49	37
"ENSG00000216809.1"	8	4	9	5	3	14	6	9
"ENSG00000283761.1"	139	31	97	77	26	50	60	14
"ENSG00000280571.2"	1	51	23	25	0	45	45	97
"ENSG00000270558.1"	8	11	13	18	3	4	5	3
"ENSG00000255330.9"	79	89	123	112	57	95	76	58
"ENSG00000284454.2"	379	212	323	183	209	168	119	256
"ENSG00000124593.16"	133	120	136	138	122	136	119	81
"ENSG00000283201.1"	30	18	20	27	6	15	6	18
"ENSG00000228998.4"	35	32	20	23	26	18	17	22
"ENSG00000250318.1"	6	13	25	10	8	13	13	7
"ENSG00000231443.2"	11	10	6	6	10	7	4	4
"ENSG00000285932.1"	5	18	11	13	11	8	0	7
"ENSG00000258674.5"	9	9	4	2	5	10	7	7
"ENSG00000249624.10"	25	19	5	11	0	62	17	23
"ENSG00000271254.7"	738	592	619	681	438	483	437	393
"ENSG00000267059.2"	348	242	374	254	134	154	181	156
"ENSG00000265690.7"	17	21	24	25	36	34	30	38
"ENSG00000249863.2"	6	12	9	7	9	13	17	5
"ENSG00000263620.1"	29	21	53	54	99	83	100	111
"ENSG00000188223.9"	9	4	6	0	22	17	19	13
"ENSG00000282988.2"	0	8	6	5	38	39	71	30
"ENSG00000286098.1"	11	12	12	11	10	12	16	4
"ENSG00000286070.2"	417	480	482	531	427	337	313	262
"ENSG00000250138.4"	16	29	16	10	10	3	6	5
"ENSG00000288710.1"	29	10	35	11	8	25	12	10
"ENSG00000284874.1"	33	39	35	0	20	27	29	4
"ENSG00000285854.1"	6	8	5	7	2	9	3	8
"ENSG00000285382.1"	104	112	144	135	172	166	191	171
"ENSG00000242073.2"	11	9	15	2	12	6	11	13
"ENSG00000260914.3"	504	535	618	573	529	503	491	575
"ENSG00000111788.10"	110	104	129	109	21	18	18	29
"ENSG00000284292.1"	24	50	4	38	49	17	49	62
"ENSG00000280828.1"	52	42	34	18	30	33	17	39
"ENSG00000281233.1"	18	12	15	19	30	17	21	11
"ENSG00000260735.2"	110	106	110	64	37	48	17	49
"ENSG00000229212.9"	32	23	47	29	16	13	5	25
"ENSG00000285277.1"	23	13	31	22	24	55	41	37
"ENSG00000283128.3"	7	12	9	17	10	8	6	10
"ENSG00000266302.6"	79	74	75	52	70	75	39	65
"ENSG00000269737.2"	53	25	43	29	17	25	24	16
"ENSG00000272578.6"	15	17	13	9	5	8	4	5
"ENSG00000215493.3"	24	22	30	26	15	9	6	13
"ENSG00000258311.5"	108	80	110	77	193	258	221	228
"ENSG00000277304.1"	23	25	16	12	28	19	5	31
"ENSG00000268107.6"	17	8	0	0	11	8	10	11
"ENSG00000288695.1"	8	20	8	10	29	22	25	18
"ENSG00000282339.1"	59	53	61	50	24	45	32	36
"ENSG00000282514.1"	26	27	41	40	17	21	25	11
"ENSG00000256646.8"	272	133	92	157	154	165	15	14
"ENSG00000279208.1"	0	0	0	0	20	19	25	9
"ENSG00000254706.3"	12	20	8	13	9	2	12	8
"ENSG00000284976.2"	67	89	72	112	28	0	37	27
"ENSG00000253326.2"	148	146	108	89	76	94	78	83
"ENSG00000255439.6"	52	61	35	88	51	68	86	93
"ENSG00000248751.6"	19	0	9	0	17	15	29	2
"ENSG00000236829.9"	7	9	23	6	1	8	10	7
"ENSG00000256514.1"	155	197	222	234	211	354	345	339
"ENSG00000284461.2"	24	23	14	37	13	33	6	17
"ENSG00000233974.3"	12	7	4	3	9	6	5	8
"ENSG00000258728.2"	9	11	28	20	24	33	10	10
"ENSG00000233757.7"	121	132	135	119	77	75	67	80
"ENSG00000225840.2"	12417	10577	14006	15959	15215	16781	23205	16018
"ENSG00000273398.6"	2	8	5	5	11	5	7	3
"ENSG00000288534.1"	59	0	34	197	18	83	89	216
"ENSG00000288396.1"	31	6	13	12	25	30	33	24
"ENSG00000246596.8"	31	22	14	12	11	8	5	23
"ENSG00000225507.1"	18	9	13	14	10	11	3	7
"ENSG00000284969.1"	62	19	25	63	135	94	180	399
"ENSG00000277639.3"	36	21	25	27	52	69	55	59
"ENSG00000275949.5"	288	219	206	178	236	254	221	254
"ENSG00000288684.1"	135	19	42	38	48	0	30	90
"ENSG00000232450.1"	21	13	5	6	5	9	4	8
"ENSG00000288683.1"	21	40	27	44	20	27	40	0
"ENSG00000249319.2"	11	4	2	0	12	20	11	11
"ENSG00000290318.1"	80	191	54	0	53	88	121	70
"ENSG00000255508.7"	172	161	211	158	173	173	126	176
"ENSG00000229413.2"	21	41	31	18	13	23	14	32
"ENSG00000290315.1"	47	77	92	59	101	89	101	113
"ENSG00000278384.1"	78	62	54	54	58	77	57	76
"ENSG00000256663.1"	135	104	195	134	12	15	20	12
"ENSG00000283738.3"	231	142	149	134	150	126	89	107
"ENSG00000205236.6"	86	103	89	75	38	110	73	70
"ENSG00000277005.1"	0	10	34	24	0	9	20	0
"ENSG00000285794.1"	14	13	14	16	4	4	14	3
"ENSG00000286239.1"	3	3	11	34	3	14	25	13
"ENSG00000265188.1"	17	15	18	7	15	15	8	11
"ENSG00000215156.5"	16	15	6	16	8	6	5	9
"ENSG00000258653.3"	10	9	9	19	4	8	11	2
"ENSG00000243696.5"	13	8	5	5	11	3	3	9
"ENSG00000269823.1"	80	119	123	117	21	95	65	0
"ENSG00000217648.1"	19	18	29	13	15	13	20	10
"ENSG00000269825.3"	215	117	128	100	53	62	45	72
"ENSG00000254732.2"	0	0	13	0	53	1	7	0
"ENSG00000285976.2"	20	26	0	34	1722	1460	2082	483
"ENSG00000267102.1"	35	26	34	29	35	46	56	34
"ENSG00000258679.1"	5	7	9	4	11	7	4	10
"ENSG00000243679.1"	231	178	207	130	109	169	110	113
"ENSG00000268903.1"	91	119	109	71	61	64	65	63
"ENSG00000285589.1"	130	165	105	105	70	108	82	92
"ENSG00000249626.1"	15	21	6	17	10	16	8	13
"ENSG00000284776.1"	192	232	234	264	197	225	178	200
"ENSG00000285245.1"	0	0	14	5	23	7	48	14
"ENSG00000269388.1"	4	14	10	11	15	18	19	17
"ENSG00000230715.3"	60	40	67	32	36	36	25	25
"ENSG00000283236.1"	9	9	14	4	5	11	6	5
"ENSG00000244281.1"	8	4	8	10	13	15	20	7
"ENSG00000278704.1"	3	2	1	4	20	13	19	28
"ENSG00000204745.4"	29	35	38	46	25	34	44	23
"ENSG00000280893.1"	89	257	248	266	33	21	0	19
"ENSG00000289720.1"	22	92	6	203	206	89	203	232
"ENSG00000288227.1"	188	164	151	135	76	98	99	83
"ENSG00000276256.1"	745	687	667	674	355	453	381	325
"ENSG00000241489.8"	114	109	52	43	131	133	148	115
"ENSG00000246203.2"	8	5	4	0	5	9	10	6
"ENSG00000283189.2"	145	98	116	29	99	97	61	119
"ENSG00000241634.1"	42	27	42	35	4	2	3	4
"ENSG00000288698.1"	4	4	0	32	0	0	18	15
"ENSG00000282051.1"	14	28	19	30	7	14	10	22
"ENSG00000284060.1"	14	21	28	14	12	12	18	5
"ENSG00000281922.1"	48	35	48	46	29	30	22	26
"ENSG00000228782.10"	18	21	33	11	22	25	26	16
"ENSG00000283809.1"	145	127	140	154	156	167	128	141
"ENSG00000288184.1"	10	18	12	13	9	3	3	6
"ENSG00000254595.1"	10	11	5	10	4	7	6	11
"ENSG00000224881.1"	8	16	12	3	14	11	2	3
"ENSG00000267645.5"	308	245	371	453	386	280	381	345
"ENSG00000271741.1"	51	21	47	43	77	67	123	24
"ENSG00000249072.1"	656	542	552	558	1380	1832	1782	1149
"ENSG00000258465.8"	19	0	1	61	147	140	88	115
"ENSG00000285641.1"	22	48	51	36	27	49	43	69
"ENSG00000204556.4"	3	0	2	6	4	14	7	12
"ENSG00000283515.1"	103	99	73	90	68	65	43	66
"ENSG00000285991.1"	9	3	8	16	9	7	13	7
"ENSG00000267022.1"	0	0	0	6	17	0	26	14
"ENSG00000276709.4"	329	279	312	349	394	443	442	436
"ENSG00000285920.2"	462	404	448	494	180	134	99	100
"ENSG00000258881.6"	29	36	39	45	17	23	16	19
"ENSG00000273088.2"	4	0	0	0	24	0	19	6
"ENSG00000258539.1"	21	17	17	18	5	20	13	10
"ENSG00000257411.2"	53	78	0	91	33	33	50	0
"ENSG00000268750.7"	29	7	35	23	24	37	18	34
"ENSG00000267740.5"	23	19	22	32	26	25	35	28
"ENSG00000284956.1"	5	4	4	4	15	0	11	15
"ENSG00000271519.1"	39	32	36	44	48	50	30	23
"ENSG00000285047.1"	21	20	8	17	6	2	13	13
"ENSG00000285901.2"	8	20	0	0	32	117	150	46
"ENSG00000267120.3"	6	16	5	34	0	0	7	9
"ENSG00000256664.1"	38	39	37	45	73	83	75	76
"ENSG00000235893.5"	13	6	8	7	5	7	2	6
"ENSG00000281348.1"	26	19	45	52	17	25	14	17
"ENSG00000285408.1"	0	0	0	65	64	59	0	91
"ENSG00000286264.2"	90	121	118	110	108	130	118	107
"ENSG00000165121.13"	28	23	32	35	11	13	10	8
"ENSG00000289346.1"	249	236	278	225	230	241	238	222
"ENSG00000285943.1"	79	76	91	52	49	28	16	31
"ENSG00000230305.2"	8	8	6	5	8	5	5	7
"ENSG00000282017.1"	5240	4584	5286	4772	13026	16140	16188	11683
"ENSG00000289791.1"	0	33	0	43	0	0	33	25
"ENSG00000282936.2"	31	30	32	30	36	55	37	52
"ENSG00000286905.1"	64	39	64	54	28	30	36	15
"ENSG00000289747.1"	14	9	0	30	14	8	20	21
"ENSG00000285130.2"	24	8	71	7	5	7	0	31
"ENSG00000170846.17"	384	425	473	538	304	381	362	307
"ENSG00000284845.2"	132	81	40	66	72	94	70	98
"ENSG00000230021.10"	80	67	58	53	43	51	32	38
"ENSG00000235959.1"	56	31	50	40	40	68	66	58
"ENSG00000279228.3"	10	6	8	19	17	3	6	5
"ENSG00000270728.1"	4	7	10	12	6	3	4	8
"ENSG00000267001.1"	3	18	39	18	27	18	32	29
"ENSG00000230882.1"	11	13	15	12	9	7	9	10
"ENSG00000261884.2"	52	54	45	46	45	42	35	40
"ENSG00000261832.6"	17	30	27	12	27	9	3	8
"ENSG00000289282.1"	24	0	0	0	28	24	0	30
"ENSG00000173867.10"	10	24	22	18	18	13	26	11
"ENSG00000285458.1"	35	25	38	42	35	35	25	27
"ENSG00000265298.1"	48	80	56	51	69	83	61	59
"ENSG00000261732.1"	42	56	57	37	25	31	29	31
"ENSG00000280518.1"	33	33	30	26	5	0	11	0
"ENSG00000249839.1"	0	0	12	0	40	58	12	29
"ENSG00000244560.8"	7	8	9	2	5	13	15	16
"ENSG00000212952.6"	19	25	13	21	15	29	12	18
"ENSG00000258677.2"	0	23	26	0	29	31	28	25
"ENSG00000260537.2"	71	27	69	67	44	58	38	55
"ENSG00000272410.5"	55	0	72	5	101	18	90	0
"ENSG00000255872.3"	69	84	98	0	29	15	52	48
"ENSG00000229273.1"	18	23	26	24	21	20	20	23
"ENSG00000256591.5"	60	65	60	3	56	76	74	64
"ENSG00000282416.1"	20	18	21	33	7	13	5	14
"ENSG00000248583.1"	4	0	0	0	8	11	10	11
"ENSG00000259132.1"	0	25	70	0	0	0	0	0
"ENSG00000196826.7"	28	0	0	0	0	0	24	0
"ENSG00000260272.1"	16	3	0	0	9	0	12	9
"ENSG00000283208.2"	16	3	3	7	4	3	5	5
"ENSG00000223798.1"	15	0	0	7	0	0	0	9
"ENSG00000242299.1"	15	11	4	4	1	6	1	5
"ENSG00000270977.2"	15	4	7	8	0	1	1	3
"ENSG00000282278.1"	15	0	0	0	0	0	0	0
"ENSG00000288456.1"	15	4	0	0	16	0	8	10
"ENSG00000285547.1"	14	9	0	0	0	0	2	0
"ENSG00000258830.1"	13	0	0	12	0	0	0	0
"ENSG00000228327.6"	12	0	0	6	6	0	6	0
"ENSG00000241962.9"	12	3	9	0	7	8	4	9
"ENSG00000270367.1"	12	7	10	8	3	4	0	5
"ENSG00000288258.1"	12	0	0	0	0	0	0	12
"ENSG00000276128.2"	11	5	1	7	2	4	1	1
"ENSG00000287908.1"	11	11	13	0	6	0	0	15
"ENSG00000283963.2"	10	0	0	10	0	0	0	0
"ENSG00000285531.1"	10	11	6	4	4	0	4	7
"ENSG00000213358.3"	9	4	1	5	3	1	3	0
"ENSG00000253667.2"	9	5	5	4	3	0	4	2
"ENSG00000258543.8"	9	7	6	0	3	0	0	0
"ENSG00000259784.1"	9	0	0	0	4	0	0	3
"ENSG00000267426.5"	9	19	13	0	6	0	5	10
"ENSG00000272400.1"	9	9	12	9	3	8	3	4
"ENSG00000287067.1"	9	11	8	8	0	4	4	7
"ENSG00000289281.1"	9	7	18	11	4	1	0	4
"ENSG00000214776.13"	8	4	5	6	1	0	0	0
"ENSG00000218418.2"	8	4	6	7	1	1	0	1
"ENSG00000240898.1"	8	8	4	4	2	1	2	7
"ENSG00000242479.1"	8	0	0	0	0	0	0	0
"ENSG00000250264.1"	8	2	0	0	0	0	0	8
"ENSG00000258466.5"	8	0	0	1	0	0	2	3
"ENSG00000276143.1"	8	5	12	6	3	4	4	6
"ENSG00000278019.2"	8	4	7	8	2	2	0	2
"ENSG00000289748.1"	8	0	15	0	0	0	3	0
"ENSG00000231466.2"	7	2	3	2	0	6	0	0
"ENSG00000232344.2"	7	1	5	0	4	4	4	3
"ENSG00000244313.3"	7	0	0	0	0	1	0	0
"ENSG00000248235.6"	7	0	0	2	7	0	0	0
"ENSG00000254398.1"	7	0	4	0	2	6	2	4
"ENSG00000254979.5"	7	0	1	1	0	3	0	0
"ENSG00000256349.1"	7	20	0	0	0	0	0	7
"ENSG00000263809.1"	7	0	0	0	6	0	0	6
"ENSG00000267127.7"	7	6	1	2	5	1	0	0
"ENSG00000267618.5"	7	0	0	0	0	0	0	0
"ENSG00000270570.1"	7	0	1	1	0	0	0	1
"ENSG00000272741.1"	7	0	0	0	0	0	0	0
"ENSG00000272822.2"	7	0	2	0	4	10	0	2
"ENSG00000281697.1"	7	2	9	5	7	0	2	1
"ENSG00000285713.1"	7	8	1	6	0	0	1	0
"ENSG00000285868.1"	7	8	10	9	9	4	3	3
"ENSG00000288431.1"	7	7	6	3	5	3	2	2
"ENSG00000214210.4"	6	7	5	1	3	0	4	5
"ENSG00000219755.1"	6	0	4	5	0	2	2	0
"ENSG00000228477.1"	6	0	1	1	0	0	0	5
"ENSG00000232502.1"	6	7	4	3	1	7	5	3
"ENSG00000243568.2"	6	8	4	2	3	4	3	3
"ENSG00000254579.2"	6	1	2	1	2	0	5	4
"ENSG00000254701.3"	6	16	14	3	0	4	0	0
"ENSG00000255585.3"	6	5	1	3	1	7	3	6
"ENSG00000260170.1"	6	2	0	0	0	6	2	0
"ENSG00000269476.1"	6	5	2	0	2	0	7	0
"ENSG00000277103.1"	6	4	1	4	3	2	3	4
"ENSG00000285059.2"	6	0	0	0	0	0	0	0
"ENSG00000285416.1"	6	5	5	2	1	1	0	2
"ENSG00000285417.1"	6	3	3	4	8	5	5	2
"ENSG00000288385.1"	6	1	3	2	0	0	0	1
"ENSG00000149656.9"	5	3	4	10	1	4	5	4
"ENSG00000213514.2"	5	3	2	5	2	1	4	3
"ENSG00000223804.6"	5	1	4	14	2	6	2	7
"ENSG00000224097.5"	5	3	3	2	1	0	0	5
"ENSG00000228818.1"	5	5	5	2	1	0	0	0
"ENSG00000232059.3"	5	0	0	0	0	0	0	0
"ENSG00000233264.2"	5	0	0	0	0	0	0	0
"ENSG00000234338.1"	5	3	3	7	10	4	4	3
"ENSG00000243304.3"	5	0	5	2	2	2	1	3
"ENSG00000248375.1"	5	6	5	13	1	4	1	4
"ENSG00000248401.2"	5	1	0	4	0	0	0	0
"ENSG00000251411.1"	5	1	1	3	2	3	0	3
"ENSG00000255445.1"	5	2	3	1	0	0	0	0
"ENSG00000255513.1"	5	0	16	0	0	0	0	0
"ENSG00000255757.1"	5	2	0	2	4	2	0	1
"ENSG00000259381.2"	5	2	4	1	1	0	0	2
"ENSG00000260211.2"	5	3	1	5	0	4	1	0
"ENSG00000261147.1"	5	2	3	0	0	0	2	0
"ENSG00000265136.1"	5	0	0	3	0	0	0	0
"ENSG00000267360.6"	5	2	0	0	0	1	0	0
"ENSG00000269706.1"	5	1	1	1	2	4	2	1
"ENSG00000270981.1"	5	0	1	1	3	6	0	3
"ENSG00000273025.1"	5	6	1	0	0	0	0	0
"ENSG00000275493.2"	5	4	0	5	4	4	6	6
"ENSG00000275956.1"	5	4	3	3	3	2	0	1
"ENSG00000276763.1"	5	1	2	0	0	0	0	1
"ENSG00000277475.1"	5	19	15	5	1	2	0	0
"ENSG00000281496.1"	5	6	1	3	1	2	1	2
"ENSG00000282675.1"	5	0	5	3	1	1	0	0
"ENSG00000283491.1"	5	1	1	0	1	0	0	0
"ENSG00000288447.1"	5	4	1	5	1	0	0	1
"ENSG00000159239.13"	4	3	6	17	0	5	9	1
"ENSG00000223708.1"	4	1	2	7	2	0	0	1
"ENSG00000224370.1"	4	1	1	0	0	1	1	0
"ENSG00000232097.1"	4	0	2	0	0	0	1	0
"ENSG00000233170.4"	4	1	0	2	1	1	0	1
"ENSG00000234353.3"	4	11	9	3	2	9	3	5
"ENSG00000236015.1"	4	2	4	5	3	4	4	3
"ENSG00000236431.1"	4	3	3	2	1	4	5	5
"ENSG00000236847.1"	4	1	2	1	0	0	0	1
"ENSG00000237586.3"	4	1	1	0	0	0	0	0
"ENSG00000237754.1"	4	3	5	2	1	2	4	2
"ENSG00000239280.1"	4	0	1	0	0	1	0	1
"ENSG00000240399.1"	4	6	5	1	5	2	4	1
"ENSG00000240418.1"	4	0	0	2	0	0	0	4
"ENSG00000241889.1"	4	7	3	10	2	3	1	1
"ENSG00000250848.1"	4	4	3	3	2	3	1	6
"ENSG00000253623.1"	4	2	2	2	2	4	3	1
"ENSG00000255710.2"	4	2	3	2	0	0	1	0
"ENSG00000255730.5"	4	0	6	0	0	0	0	5
"ENSG00000256594.11"	4	3	4	3	0	1	1	3
"ENSG00000257511.1"	4	8	12	10	2	6	2	8
"ENSG00000259556.2"	4	0	2	0	1	1	0	0
"ENSG00000265118.5"	4	0	0	3	0	0	0	0
"ENSG00000266891.1"	4	0	0	1	0	0	0	0
"ENSG00000267681.1"	4	0	1	1	3	3	4	2
"ENSG00000268279.4"	4	0	1	1	4	1	0	1
"ENSG00000271010.1"	4	0	0	0	0	0	1	0
"ENSG00000271064.1"	4	1	0	1	2	2	0	2
"ENSG00000271396.1"	4	1	3	2	2	0	4	1
"ENSG00000271779.1"	4	1	0	0	0	0	0	0
"ENSG00000272718.1"	4	1	1	3	1	4	2	0
"ENSG00000274024.1"	4	1	2	9	2	0	0	0
"ENSG00000275017.1"	4	0	0	0	0	0	0	1
"ENSG00000275049.1"	4	5	3	1	2	4	4	1
"ENSG00000276578.1"	4	7	4	9	4	8	2	8
"ENSG00000276945.1"	4	2	0	0	4	2	0	1
"ENSG00000279381.1"	4	1	0	0	0	0	0	4
"ENSG00000281703.1"	4	4	10	0	0	1	2	7
"ENSG00000282544.1"	4	0	1	0	0	0	0	0
"ENSG00000283041.1"	4	7	5	9	4	12	5	6
"ENSG00000284989.1"	4	0	0	0	0	3	0	0
"ENSG00000285772.1"	4	3	2	2	10	2	2	6
"ENSG00000285942.1"	4	10	9	6	0	5	11	7
"ENSG00000288894.1"	4	8	0	0	0	0	0	0
"ENSG00000184084.7"	3	0	1	0	1	0	0	2
"ENSG00000203462.2"	3	2	2	2	1	0	2	1
"ENSG00000216621.8"	3	0	0	0	1	2	0	1
"ENSG00000219470.1"	3	6	3	1	2	5	0	4
"ENSG00000224603.1"	3	0	1	0	1	0	0	0
"ENSG00000225726.1"	3	0	0	4	0	1	2	0
"ENSG00000228330.1"	3	0	1	1	3	2	1	1
"ENSG00000230638.4"	3	0	0	0	0	0	0	0
"ENSG00000231181.1"	3	0	0	0	4	0	0	3
"ENSG00000231232.4"	3	1	0	1	5	3	0	2
"ENSG00000231296.1"	3	0	0	0	0	0	0	0
"ENSG00000232027.2"	3	0	2	3	0	3	0	0
"ENSG00000232218.1"	3	0	0	5	0	0	0	1
"ENSG00000232926.1"	3	3	3	6	2	3	2	4
"ENSG00000233037.2"	3	0	0	0	0	0	0	0
"ENSG00000233275.1"	3	0	3	0	2	0	3	0
"ENSG00000233619.1"	3	5	9	6	0	0	2	3
"ENSG00000234750.1"	3	5	5	2	0	3	0	6
"ENSG00000235347.1"	3	0	0	5	2	0	1	0
"ENSG00000237217.1"	3	0	0	0	0	0	0	0
"ENSG00000237704.1"	3	1	0	0	0	1	0	0
"ENSG00000239763.2"	3	4	6	1	4	5	4	1
"ENSG00000240441.1"	3	0	2	0	0	1	0	0
"ENSG00000241057.2"	3	6	5	5	3	9	5	4
"ENSG00000241597.2"	3	1	3	4	1	1	1	0
"ENSG00000246575.2"	3	0	3	1	6	2	2	4
"ENSG00000248769.1"	3	0	5	0	0	0	0	0
"ENSG00000250111.3"	3	0	1	3	0	0	0	0
"ENSG00000250645.1"	3	2	5	0	1	0	0	2
"ENSG00000250746.1"	3	2	0	0	0	0	0	0
"ENSG00000251188.1"	3	4	2	8	3	2	2	0
"ENSG00000251229.1"	3	2	2	0	0	1	0	0
"ENSG00000253908.1"	3	1	5	3	1	0	0	1
"ENSG00000254482.1"	3	0	0	0	0	0	0	0
"ENSG00000254503.1"	3	0	1	1	0	0	0	0
"ENSG00000256566.1"	3	0	0	0	5	2	2	0
"ENSG00000257896.2"	3	1	1	1	0	0	0	0
"ENSG00000258150.7"	3	5	0	0	0	0	3	2
"ENSG00000259191.2"	3	0	2	1	0	0	0	0
"ENSG00000259655.1"	3	1	0	1	0	3	1	0
"ENSG00000259900.5"	3	0	0	0	0	1	0	0
"ENSG00000259924.1"	3	0	4	3	0	4	2	0
"ENSG00000260782.1"	3	0	0	0	0	1	0	0
"ENSG00000262248.1"	3	0	0	2	0	0	1	0
"ENSG00000262560.1"	3	0	0	0	0	0	0	0
"ENSG00000265916.1"	3	3	2	4	0	0	0	1
"ENSG00000266910.2"	3	4	6	2	1	6	3	1
"ENSG00000267385.1"	3	0	1	0	0	2	2	0
"ENSG00000270480.1"	3	5	4	0	1	1	0	1
"ENSG00000270808.1"	3	1	0	6	4	1	1	0
"ENSG00000271075.1"	3	2	2	0	0	1	1	1
"ENSG00000271437.1"	3	0	0	1	0	0	0	0
"ENSG00000274322.1"	3	0	0	3	0	2	0	1
"ENSG00000275756.1"	3	0	0	1	1	1	0	0
"ENSG00000276375.1"	3	5	3	0	0	1	0	2
"ENSG00000278275.2"	3	3	0	2	3	1	0	4
"ENSG00000281847.2"	3	0	3	1	0	0	3	2
"ENSG00000282015.1"	3	0	0	0	0	0	0	0
"ENSG00000282707.1"	3	6	2	9	5	2	4	2
"ENSG00000283196.3"	3	1	5	1	1	7	1	5
"ENSG00000283977.1"	3	0	0	0	0	0	0	0
"ENSG00000284271.1"	3	2	3	1	3	0	3	2
"ENSG00000284445.2"	3	0	0	0	0	0	0	1
"ENSG00000284952.1"	3	0	0	0	3	0	0	0
"ENSG00000285350.1"	3	3	4	0	1	3	0	2
"ENSG00000285635.1"	3	1	0	0	0	0	0	0
"ENSG00000285655.1"	3	0	0	0	0	1	0	0
"ENSG00000285733.1"	3	4	6	3	2	4	4	5
"ENSG00000285938.1"	3	0	0	1	0	0	0	1
"ENSG00000286015.1"	3	3	4	6	2	2	4	7
"ENSG00000286221.1"	3	1	3	6	0	4	1	1
"ENSG00000288681.1"	3	0	0	0	0	0	0	0
"ENSG00000179038.8"	2	1	0	0	1	0	0	0
"ENSG00000198555.7"	2	3	3	10	2	5	3	4
"ENSG00000205898.3"	2	0	0	0	0	0	1	1
"ENSG00000213590.2"	2	7	12	4	4	4	3	4
"ENSG00000213939.4"	2	0	3	1	2	0	0	0
"ENSG00000214278.4"	2	0	0	0	0	0	0	0
"ENSG00000215795.2"	2	1	2	4	3	0	0	4
"ENSG00000217488.2"	2	2	0	0	0	0	0	0
"ENSG00000217801.13"	2	6	12	4	3	2	2	4
"ENSG00000220506.2"	2	1	0	0	3	1	0	0
